timestamp_utc,mstr_price,btc_price,btc_holdings,diluted_shares,market_cap_b,btc_nav_b,mnav,ratio_dd_from_90d_peak_pct,btc_dd_from_ath_pct,lead_lag_divergence_flag,shares_30d_annualized_pct,shares_90d_annualized_pct,shares_acceleration_flag,realized_vol_30d_pct,realized_vol_90d_pct,implied_vol_30d_pct,gamma_squeeze_armed,gamma_squeeze_elevated,ratio_multiple_off_2y_low,preferred_max_yield_pct,preferred_worst_30d_drawdown_pct,credit_stress_flag
2026-04-30T22:50:39+00:00,165.45,76311.28,818334,350386842,57.972,62.448,0.9283,-5.47,-38.83,False,17.21,27.02,False,58.37,76.11,69.21,False,False,1.29,13.01,-1.54,True
2026-04-30T23:49:34+00:00,165.45,76310.06,818334,350386842,57.972,62.447,0.9283,-5.47,-38.83,False,17.21,27.02,False,58.37,76.11,69.21,False,False,1.29,13.01,-1.54,True
2026-05-01T02:40:12+00:00,165.45,75776.13,818334,350386842,57.972,62.01,0.9349,-4.8,-39.26,False,17.21,27.02,False,58.37,76.11,70.39,False,False,1.3,13.01,-1.54,True
2026-05-01T06:13:00+00:00,165.45,75776.13,818334,350386842,57.972,62.01,0.9349,-4.8,-39.26,False,17.21,27.02,False,58.37,76.11,50.0,False,False,1.3,13.01,-1.54,True
2026-05-01T08:28:48+00:00,165.45,76304.32,818334,350386842,57.972,62.442,0.9284,-5.46,-38.84,False,17.21,27.02,False,58.37,76.11,50.0,False,False,1.29,13.01,-1.54,True
2026-05-01T10:07:06+00:00,165.45,76304.32,818334,350386842,57.972,62.442,0.9284,-5.46,-38.84,False,17.21,27.02,False,58.37,76.11,50.0,False,False,1.29,13.01,-1.54,True
2026-05-01T11:38:02+00:00,165.45,76304.32,818334,350386842,57.972,62.442,0.9284,-5.46,-38.84,False,17.21,27.02,False,58.37,76.11,50.0,False,False,1.29,13.01,-1.54,True
2026-05-01T13:11:13+00:00,165.45,76304.32,818334,350386842,57.972,62.442,0.9284,-5.46,-38.84,False,17.21,27.02,False,58.37,76.11,50.0,False,False,1.29,13.01,-1.54,True
2026-05-01T14:36:33+00:00,175.53,78184.97,818334,350386842,61.503,63.981,0.9613,-2.11,-37.33,False,16.61,26.65,False,59.57,76.73,67.08,False,False,1.33,12.99,-1.4,True
2026-05-01T15:54:04+00:00,175.95,78316.04,818334,350386842,61.651,64.089,0.962,-2.04,-37.22,False,16.61,26.65,False,59.73,76.78,76.31,False,False,1.33,12.96,-1.17,True
2026-05-01T16:54:28+00:00,176.6,78250.1,818334,350386842,61.878,64.035,0.9663,-1.6,-37.28,False,16.61,26.65,False,60.01,76.87,68.77,False,False,1.34,12.98,-1.28,True
2026-05-01T17:56:39+00:00,179.98,78569.21,818334,350386842,63.063,64.296,0.9808,-0.12,-37.02,False,16.61,26.65,False,61.69,77.37,64.18,False,False,1.36,12.99,-1.36,True
2026-05-01T19:10:23+00:00,178.04,78486.64,818334,350386842,62.383,64.228,0.9713,-1.09,-37.09,False,16.61,26.65,False,60.67,77.07,73.49,False,False,1.35,12.97,-1.21,True
2026-05-01T20:14:43+00:00,177.17,78300.64,818334,350386842,62.078,64.076,0.9688,-1.34,-37.24,False,16.61,26.65,False,60.26,76.94,69.67,False,False,1.34,12.96,-1.1,True
2026-05-01T21:13:43+00:00,177.17,77952.55,818334,350386842,62.078,63.791,0.9731,-0.9,-37.51,False,16.61,26.65,False,60.26,76.94,69.81,False,False,1.35,12.96,-1.1,True
2026-05-01T22:11:24+00:00,177.17,78289.98,818334,350386842,62.078,64.067,0.9689,-1.33,-37.24,False,16.61,26.65,False,60.26,76.94,69.81,False,False,1.34,12.96,-1.1,True
2026-05-01T23:14:44+00:00,177.17,78138.24,818334,350386842,62.078,63.943,0.9708,-1.14,-37.37,False,16.61,26.65,False,60.26,76.94,69.81,False,False,1.35,12.96,-1.1,True
2026-05-02T00:11:50+00:00,177.17,76304.32,818334,350386842,62.078,62.442,0.9942,0.0,-38.84,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.38,12.96,-1.1,True
2026-05-02T03:58:58+00:00,177.17,76304.32,818334,350386842,62.078,62.442,0.9942,0.0,-38.84,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.38,12.96,-1.1,True
2026-05-02T06:11:31+00:00,177.17,76304.32,818334,350386842,62.078,62.442,0.9942,0.0,-38.84,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.38,12.96,-1.1,True
2026-05-02T08:06:03+00:00,177.17,78179.0,818334,350386842,62.078,63.977,0.9703,-1.19,-37.33,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.34,12.96,-1.1,True
2026-05-02T09:40:02+00:00,177.17,78179.0,818334,350386842,62.078,63.977,0.9703,-1.19,-37.33,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.34,12.96,-1.1,True
2026-05-02T10:46:36+00:00,177.17,78179.0,818334,350386842,62.078,63.977,0.9703,-1.19,-37.33,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.34,12.96,-1.1,True
2026-05-02T11:41:41+00:00,177.17,78179.0,818334,350386842,62.078,63.977,0.9703,-1.19,-37.33,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.34,12.96,-1.1,True
2026-05-02T13:01:27+00:00,177.17,78179.0,818334,350386842,62.078,63.977,0.9703,-1.19,-37.33,False,16.61,26.65,False,60.26,76.94,71.05,False,False,1.34,12.96,-1.1,True
