date,mstr,btc,btc_holdings,diluted_shares,market_cap,btc_nav,mnav,ratio,ratio_dd_from_90d_peak_pct,btc_dd_from_ath_pct,lead_lag_diverging,shares_30d_annualized_pct,shares_90d_annualized_pct,shares_acceleration,realized_vol_30d_pct,realized_vol_90d_pct,gamma_armed,gamma_elevated,ratio_multiple_off_2y_low,preferred_max_yield_pct,credit_stress,btc_funding_8h_pct,btc_funding_annualized_pct
2016-05-15,18.215,457.567993,,120000000.0,2185800018.310547,,,0.039808,,-1.828191,False,0.0,0.0,False,25.453784,26.607657,False,False,,,False,,
2016-05-16,18.249001,454.162994,,120000000.0,2189880065.917969,,,0.040182,,-2.558738,False,0.0,0.0,False,25.464153,26.607123,False,False,,,False,,
2016-05-17,17.9,453.78299,,120000000.0,2147999954.223633,,,0.039446,,-2.640268,False,0.0,0.0,False,26.029025,26.491217,False,False,,,False,,
2016-05-18,18.025999,454.618988,,120000000.0,2163119888.305664,,,0.039651,,-2.460904,False,0.0,0.0,False,25.885865,25.169074,False,False,,,False,,
2016-05-19,17.884001,438.714996,,120000000.0,2146080093.383789,,,0.040765,,-5.873126,False,0.0,0.0,False,25.856644,24.895734,False,False,,,False,,
2016-05-20,17.927999,442.675995,,120000000.0,2151359939.575195,,,0.040499,,-5.023288,False,0.0,0.0,False,25.8611,24.894334,False,False,,,False,,
2016-05-21,17.927999,443.187988,,120000000.0,2151359939.575195,,,0.040452,,-4.91344,False,0.0,0.0,False,25.861663,24.894334,False,False,,,False,,
2016-05-22,17.927999,439.322998,,120000000.0,2151359939.575195,,,0.040808,,-5.742678,False,0.0,0.0,False,25.147338,24.867476,False,False,,,False,,
2016-05-23,18.351999,444.154999,,120000000.0,2202239913.94043,,,0.041319,,-4.705966,False,0.0,0.0,False,26.218803,25.003934,False,False,,,False,,
2016-05-24,18.938999,445.980988,,120000000.0,2272679901.123047,,,0.042466,,-4.314198,False,0.0,0.0,False,27.905963,25.173999,False,False,,,False,,
2016-05-25,18.709,449.598999,,120000000.0,2245079956.054688,,,0.041613,,-3.537949,False,0.0,0.0,False,26.363599,25.251552,False,False,,,False,,
2016-05-26,18.802999,453.384003,,120000000.0,2256359939.575196,,,0.041473,,-2.725871,False,0.0,0.0,False,25.512843,25.256659,False,False,,,False,,
2016-05-27,19.093,473.463989,,120000000.0,2291160049.438476,,,0.040326,,0.0,False,0.0,0.0,False,25.911449,25.353846,False,False,,,False,,
2016-05-28,19.093,530.039978,,120000000.0,2291160049.438476,,,0.036022,,0.0,False,0.0,0.0,False,22.988893,25.353846,False,False,,,False,,
2016-05-29,19.093,526.232971,,120000000.0,2291160049.438476,,,0.036282,,-0.718249,False,0.0,0.0,False,22.245467,25.268939,False,False,,,False,,
2016-05-30,19.093,533.864014,,120000000.0,2291160049.438476,,,0.035764,,0.0,False,0.0,0.0,False,22.245467,22.572107,False,False,,,False,,
